route,hour,total_in
Route 7 Washington,10,174
Route 7 Washington,11,147
Route 7 Washington,12,138
Route 7 Washington,13,170
Route 7 Washington,14,108
Route 7 Washington,15,236
Route 7 Washington,16,159
Route 7 Washington,17,203
Route 7 Washington,18,88
Route 7 Washington,19,132
Route 7 Washington,20,73
Route 7 Washington,21,11
Route 7 Washington,22,0
Route 7 Washington,23,0
Route 7 Washington,0,0
Route 7 Washington,1,0
Route 7 Washington,2,0
Route 7 Washington,3,0
Route 7 Washington,4,0
Route 7 Washington,5,21
Route 7 Washington,6,37
Route 7 Washington,7,90
Route 7 Washington,8,136
Route 7 Washington,9,173
Route 7 Washington,10,173
Route 7 Washington,11,147
Route 7 Washington,12,135
Route 7 Washington,13,169
Route 7 Washington,14,106
Route 7 Washington,15,237
Route 7 Washington,16,153
Route 7 Washington,17,202
Route 7 Washington,18,87
Route 7 Washington,19,131
Route 7 Washington,20,69
Route 7 Washington,21,11
Route 7 Washington,22,0
Route 7 Washington,23,0
Route 7 Washington,0,0
Route 7 Washington,1,0
Route 7 Washington,2,0
Route 7 Washington,3,0
Route 7 Washington,4,0
Route 7 Washington,5,21
Route 7 Washington,6,37
Route 7 Washington,7,91
Route 7 Washington,8,136
Route 7 Washington,9,161
Route 7 Washington,10,173
Route 7 Washington,11,147
Route 7 Washington,12,137
Route 7 Washington,13,173
Route 7 Washington,14,110
Route 7 Washington,15,251
Route 7 Washington,16,161
Route 7 Washington,17,218
Route 7 Washington,18,99
Route 7 Washington,19,132
Route 7 Washington,20,70
Route 7 Washington,21,12
Route 7 Washington,22,0
Route 7 Washington,23,0
Route 7 Washington,0,0
Route 7 Washington,1,0
Route 7 Washington,2,0
Route 7 Washington,3,0
Route 7 Washington,4,0
Route 7 Washington,5,21
Route 7 Washington,6,38
Route 7 Washington,7,91
Route 7 Washington,8,137
Route 7 Washington,9,170
Route 7 Washington,10,179
Route 7 Washington,11,159
Route 7 Washington,12,142
Route 7 Washington,13,169
Route 7 Washington,14,111
Route 7 Washington,15,240
Route 7 Washington,16,155
Route 7 Washington,17,201
Route 7 Washington,18,91
Route 7 Washington,19,131
Route 7 Washington,20,71
Route 7 Washington,21,11
Route 7 Washington,22,0
Route 7 Washington,23,0
Route 7 Washington,0,0
Route 7 Washington,1,0
Route 7 Washington,2,0
Route 7 Washington,3,0
Route 7 Washington,4,0
Route 7 Washington,5,21
Route 7 Washington,6,37
Route 7 Washington,7,91
Route 7 Washington,8,139
Route 7 Washington,9,164
Route 7 Washington,10,173
Route 7 Washington,11,154
Route 7 Washington,12,142
Route 7 Washington,13,169
Route 7 Washington,14,107
Route 7 Washington,15,235
Route 7 Washington,16,154
Route 7 Washington,17,202
Route 7 Washington,18,87
Route 7 Washington,19,132
Route 7 Washington,20,70
Route 7 Washington,21,11
Route 7 Washington,22,0
Route 7 Washington,23,0
Route 7 Washington,0,0
Route 7 Washington,1,0
Route 7 Washington,2,0
Route 7 Washington,3,0
Route 7 Washington,4,0
Route 7 Washington,5,21
Route 7 Washington,6,37
Route 7 Washington,7,94
Route 7 Washington,8,140
Route 7 Washington,9,182
Route 7 Washington,10,180
Route 7 Washington,11,149
Route 7 Washington,12,141
Route 7 Washington,13,169
Route 7 Washington,14,106
Route 7 Washington,15,237
Route 7 Washington,16,154
Route 7 Washington,17,201
Route 7 Washington,18,89
Route 7 Washington,19,131
Route 7 Washington,20,69
Route 7 Washington,21,11
Route 7 Washington,22,0
Route 7 Washington,23,0
Route 7 Washington,0,0
Route 7 Washington,1,0
Route 7 Washington,2,0
Route 7 Washington,3,0
Route 7 Washington,4,0
Route 7 Washington,5,21
Route 7 Washington,6,37
Route 7 Washington,7,91
Route 7 Washington,8,143
Route 7 Washington,9,165
Route 7 Washington,10,174
Route 7 Washington,11,148
Route 7 Washington,12,135
Route 7 Washington,13,172
Route 7 Washington,14,108
Route 7 Washington,15,236
Route 7 Washington,16,155
Route 7 Washington,17,202
Route 7 Washington,18,89
Route 7 Washington,19,131
Route 7 Washington,20,69
Route 7 Washington,21,11
Route 7 Washington,22,0
Route 7 Washington,23,0
Route 7 Washington,0,0
Route 7 Washington,1,0
Route 7 Washington,2,0
Route 7 Washington,3,0
Route 7 Washington,4,0
Route 7 Washington,5,21
Route 7 Washington,6,52
Route 7 Washington,7,98
Route 7 Washington,8,152
Route 7 Washington,9,192
Route 7 Washington,10,203
Route 7 Washington,11,162
Route 7 Washington,12,160
Route 7 Washington,13,203
Route 7 Washington,14,141
Route 7 Washington,15,260
Route 7 Washington,16,228
Route 7 Washington,17,215
Route 7 Washington,18,131
Route 7 Washington,19,177
Route 7 Washington,20,103
Route 7 Washington,21,18
Route 7 Washington,22,0
Route 7 Washington,23,0
Route 7 Washington,0,0
Route 7 Washington,1,0
Route 7 Washington,2,0
Route 7 Washington,3,0
Route 7 Washington,4,0
Route 7 Washington,5,21
Route 7 Washington,6,37
Route 7 Washington,7,90
Route 7 Washington,8,136
Route 7 Washington,9,161
Route 7 Washington,10,172
Route 7 Washington,11,149
Route 7 Washington,12,135
Route 7 Washington,13,169
Route 7 Washington,14,106
Route 7 Washington,15,235
Route 7 Washington,16,154
Route 7 Washington,17,201
Route 7 Washington,18,87
Route 7 Washington,19,131
Route 7 Washington,20,71
Route 7 Washington,21,11
Route 7 Washington,22,0
Route 7 Washington,23,0
Route 7 Washington,0,0
Route 7 Washington,1,0
Route 7 Washington,2,0
Route 7 Washington,3,0
Route 7 Washington,4,0
Route 7 Washington,5,21
Route 7 Washington,6,37
Route 7 Washington,7,92
Route 7 Washington,8,139
Route 7 Washington,9,162
Route 7 Washington,10,176
Route 7 Washington,11,149
Route 7 Washington,12,139
Route 7 Washington,13,170
Route 7 Washington,14,110
Route 7 Washington,15,239
Route 7 Washington,16,163
Route 7 Washington,17,212
Route 7 Washington,18,91
Route 7 Washington,19,133
Route 7 Washington,20,69
Route 7 Washington,21,11
Route 7 Washington,22,0
Route 7 Washington,23,0
Route 7 Washington,0,0
Route 7 Washington,1,0
Route 7 Washington,2,0
Route 7 Washington,3,0
Route 7 Washington,4,0
Route 7 Washington,5,21
Route 7 Washington,6,37
Route 7 Washington,7,91
Route 7 Washington,8,152
Route 7 Washington,9,166
Route 7 Washington,10,198
Route 7 Washington,11,148
Route 7 Washington,12,138
Route 7 Washington,13,169
Route 7 Washington,14,106
Route 7 Washington,15,239
Route 7 Washington,16,164
Route 7 Washington,17,201
Route 7 Washington,18,95
Route 7 Washington,19,132
Route 7 Washington,20,73
Route 7 Washington,21,11
Route 7 Washington,22,0
Route 7 Washington,23,0
Route 7 Washington,0,0
Route 7 Washington,1,0
Route 7 Washington,2,0
Route 7 Washington,3,0
Route 7 Washington,4,0
Route 7 Washington,5,21
Route 7 Washington,6,37
Route 7 Washington,7,94
Route 7 Washington,8,136
Route 7 Washington,9,163
Route 7 Washington,10,172
Route 7 Washington,11,149
Route 7 Washington,12,135
Route 7 Washington,13,174
Route 7 Washington,14,106
Route 7 Washington,15,235
Route 7 Washington,16,153
Route 7 Washington,17,201
Route 7 Washington,18,87
Route 7 Washington,19,134
Route 7 Washington,20,69
Route 7 Washington,21,11
Route 7 Washington,22,0
Route 7 Washington,23,0
Route 8 Zion,0,0
Route 8 Zion,1,0
Route 8 Zion,2,0
Route 8 Zion,3,0
Route 8 Zion,4,0
Route 8 Zion,5,16
Route 8 Zion,6,99
Route 8 Zion,7,214
Route 8 Zion,8,167
Route 8 Zion,9,147
Route 8 Zion,10,176
Route 8 Zion,11,155
Route 8 Zion,12,122
Route 8 Zion,13,220
Route 8 Zion,14,258
Route 8 Zion,15,170
Route 8 Zion,16,147
Route 8 Zion,17,218
Route 8 Zion,18,158
Route 8 Zion,19,189
Route 8 Zion,20,86
Route 8 Zion,21,84
Route 8 Zion,22,42
Route 8 Zion,23,6
Route 8 Zion,0,0
Route 8 Zion,1,0
Route 8 Zion,2,0
Route 8 Zion,3,0
Route 8 Zion,4,0
Route 8 Zion,5,16
Route 8 Zion,6,99
Route 8 Zion,7,199
Route 8 Zion,8,194
Route 8 Zion,9,157
Route 8 Zion,10,196
Route 8 Zion,11,155
Route 8 Zion,12,153
Route 8 Zion,13,232
Route 8 Zion,14,271
Route 8 Zion,15,214
Route 8 Zion,16,181
Route 8 Zion,17,218
Route 8 Zion,18,201
Route 8 Zion,19,221
Route 8 Zion,20,107
Route 8 Zion,21,100
Route 8 Zion,22,57
Route 8 Zion,23,6
Route 8 Zion,0,0
Route 8 Zion,1,0
Route 8 Zion,2,0
Route 8 Zion,3,0
Route 8 Zion,4,0
Route 8 Zion,5,16
Route 8 Zion,6,99
Route 8 Zion,7,199
Route 8 Zion,8,172
Route 8 Zion,9,143
Route 8 Zion,10,175
Route 8 Zion,11,156
Route 8 Zion,12,122
Route 8 Zion,13,221
Route 8 Zion,14,253
Route 8 Zion,15,172
Route 8 Zion,16,149
Route 8 Zion,17,221
Route 8 Zion,18,155
Route 8 Zion,19,188
Route 8 Zion,20,84
Route 8 Zion,21,84
Route 8 Zion,22,45
Route 8 Zion,23,6
Route 8 Zion,0,0
Route 8 Zion,1,0
Route 8 Zion,2,0
Route 8 Zion,3,0
Route 8 Zion,4,0
Route 8 Zion,5,16
Route 8 Zion,6,99
Route 8 Zion,7,222
Route 8 Zion,8,176
Route 8 Zion,9,166
Route 8 Zion,10,173
Route 8 Zion,11,156
Route 8 Zion,12,121
Route 8 Zion,13,219
Route 8 Zion,14,257
Route 8 Zion,15,182
Route 8 Zion,16,147
Route 8 Zion,17,222
Route 8 Zion,18,155
Route 8 Zion,19,193
Route 8 Zion,20,84
Route 8 Zion,21,112
Route 8 Zion,22,42
Route 8 Zion,23,6
Route 8 Zion,0,0
Route 8 Zion,1,0
Route 8 Zion,2,0
Route 8 Zion,3,0
Route 8 Zion,4,0
Route 8 Zion,5,16
Route 8 Zion,6,99
Route 8 Zion,7,200
Route 8 Zion,8,171
Route 8 Zion,9,145
Route 8 Zion,10,181
Route 8 Zion,11,160
Route 8 Zion,12,126
Route 8 Zion,13,230
Route 8 Zion,14,260
Route 8 Zion,15,174
Route 8 Zion,16,149
Route 8 Zion,17,226
Route 8 Zion,18,160
Route 8 Zion,19,192
Route 8 Zion,20,84
Route 8 Zion,21,84
Route 8 Zion,22,44
Route 8 Zion,23,6
Route 8 Zion,0,0
Route 8 Zion,1,0
Route 8 Zion,2,0
Route 8 Zion,3,0
Route 8 Zion,4,0
Route 8 Zion,5,16
Route 8 Zion,6,99
Route 8 Zion,7,214
Route 8 Zion,8,205
Route 8 Zion,9,158
Route 8 Zion,10,175
Route 8 Zion,11,168
Route 8 Zion,12,125
Route 8 Zion,13,230
Route 8 Zion,14,275
Route 8 Zion,15,182
Route 8 Zion,16,147
Route 8 Zion,17,229
Route 8 Zion,18,159
Route 8 Zion,19,189
Route 8 Zion,20,84
Route 8 Zion,21,89
Route 8 Zion,22,43
Route 8 Zion,23,6
Route 8 Zion,0,0
Route 8 Zion,1,0
Route 8 Zion,2,0
Route 8 Zion,3,0
Route 8 Zion,4,0
Route 8 Zion,5,16
Route 8 Zion,6,99
Route 8 Zion,7,199
Route 8 Zion,8,167
Route 8 Zion,9,142
Route 8 Zion,10,173
Route 8 Zion,11,155
Route 8 Zion,12,121
Route 8 Zion,13,217
Route 8 Zion,14,252
Route 8 Zion,15,174
Route 8 Zion,16,147
Route 8 Zion,17,218
Route 8 Zion,18,155
Route 8 Zion,19,191
Route 8 Zion,20,84
Route 8 Zion,21,86
Route 8 Zion,22,42
Route 8 Zion,23,6
Route 8 Zion,0,0
Route 8 Zion,1,0
Route 8 Zion,2,0
Route 8 Zion,3,0
Route 8 Zion,4,0
Route 8 Zion,5,16
Route 8 Zion,6,105
Route 8 Zion,7,202
Route 8 Zion,8,176
Route 8 Zion,9,156
Route 8 Zion,10,177
Route 8 Zion,11,175
Route 8 Zion,12,140
Route 8 Zion,13,229
Route 8 Zion,14,282
Route 8 Zion,15,183
Route 8 Zion,16,148
Route 8 Zion,17,254
Route 8 Zion,18,173
Route 8 Zion,19,220
Route 8 Zion,20,122
Route 8 Zion,21,106
Route 8 Zion,22,55
Route 8 Zion,23,52
Route 8 Zion,0,0
Route 8 Zion,1,0
Route 8 Zion,2,0
Route 8 Zion,3,0
Route 8 Zion,4,0
Route 8 Zion,5,16
Route 8 Zion,6,99
Route 8 Zion,7,199
Route 8 Zion,8,183
Route 8 Zion,9,143
Route 8 Zion,10,181
Route 8 Zion,11,165
Route 8 Zion,12,120
Route 8 Zion,13,226
Route 8 Zion,14,257
Route 8 Zion,15,180
Route 8 Zion,16,153
Route 8 Zion,17,240
Route 8 Zion,18,155
Route 8 Zion,19,188
Route 8 Zion,20,86
Route 8 Zion,21,87
Route 8 Zion,22,43
Route 8 Zion,23,6
Route 8 Zion,0,0
Route 8 Zion,1,0
Route 8 Zion,2,0
Route 8 Zion,3,0
Route 8 Zion,4,0
Route 8 Zion,5,16
Route 8 Zion,6,99
Route 8 Zion,7,199
Route 8 Zion,8,177
Route 8 Zion,9,145
Route 8 Zion,10,181
Route 8 Zion,11,173
Route 8 Zion,12,120
Route 8 Zion,13,244
Route 8 Zion,14,261
Route 8 Zion,15,176
Route 8 Zion,16,156
Route 8 Zion,17,225
Route 8 Zion,18,155
Route 8 Zion,19,193
Route 8 Zion,20,86
Route 8 Zion,21,84
Route 8 Zion,22,42
Route 8 Zion,23,6
Route 8 Zion,0,0
Route 8 Zion,1,0
Route 8 Zion,2,0
Route 8 Zion,3,0
Route 8 Zion,4,0
Route 8 Zion,5,16
Route 8 Zion,6,99
Route 8 Zion,7,199
Route 8 Zion,8,194
Route 8 Zion,9,143
Route 8 Zion,10,182
Route 8 Zion,11,155
Route 8 Zion,12,122
Route 8 Zion,13,226
Route 8 Zion,14,265
Route 8 Zion,15,178
Route 8 Zion,16,174
Route 8 Zion,17,218
Route 8 Zion,18,166
Route 8 Zion,19,194
Route 8 Zion,20,92
Route 8 Zion,21,85
Route 8 Zion,22,47
Route 8 Zion,23,6
Route 8 Zion,0,0
Route 8 Zion,1,0
Route 8 Zion,2,0
Route 8 Zion,3,0
Route 8 Zion,4,0
Route 8 Zion,5,16
Route 8 Zion,6,100
Route 8 Zion,7,199
Route 8 Zion,8,169
Route 8 Zion,9,143
Route 8 Zion,10,187
Route 8 Zion,11,158
Route 8 Zion,12,128
Route 8 Zion,13,220
Route 8 Zion,14,287
Route 8 Zion,15,198
Route 8 Zion,16,147
Route 8 Zion,17,244
Route 8 Zion,18,158
Route 8 Zion,19,193
Route 8 Zion,20,91
Route 8 Zion,21,84
Route 8 Zion,22,42
Route 8 Zion,23,6
Route 8 Zion,0,0
Route 8 Zion,1,0
Route 8 Zion,2,0
Route 8 Zion,3,0
Route 8 Zion,4,0
Route 8 Zion,5,16
Route 8 Zion,6,99
Route 8 Zion,7,211
Route 8 Zion,8,170
Route 8 Zion,9,147
Route 8 Zion,10,173
Route 8 Zion,11,159
Route 8 Zion,12,127
Route 8 Zion,13,222
Route 8 Zion,14,254
Route 8 Zion,15,178
Route 8 Zion,16,153
Route 8 Zion,17,236
Route 8 Zion,18,157
Route 8 Zion,19,196
Route 8 Zion,20,86
Route 8 Zion,21,84
Route 8 Zion,22,42
Route 8 Zion,23,6
Route 8 Zion,0,0
Route 8 Zion,1,0
Route 8 Zion,2,0
Route 8 Zion,3,0
Route 8 Zion,4,0
Route 8 Zion,5,16
Route 8 Zion,6,120
Route 8 Zion,7,205
Route 8 Zion,8,169
Route 8 Zion,9,143
Route 8 Zion,10,173
Route 8 Zion,11,159
Route 8 Zion,12,125
Route 8 Zion,13,218
Route 8 Zion,14,255
Route 8 Zion,15,170
Route 8 Zion,16,147
Route 8 Zion,17,220
Route 8 Zion,18,155
Route 8 Zion,19,188
Route 8 Zion,20,85
Route 8 Zion,21,84
Route 8 Zion,22,42
Route 8 Zion,23,6
Route 8 Zion,0,0
Route 8 Zion,1,0
Route 8 Zion,2,0
Route 8 Zion,3,0
Route 8 Zion,4,0
Route 8 Zion,5,16
Route 8 Zion,6,99
Route 8 Zion,7,199
Route 8 Zion,8,168
Route 8 Zion,9,143
Route 8 Zion,10,173
Route 8 Zion,11,155
Route 8 Zion,12,120
Route 8 Zion,13,224
Route 8 Zion,14,260
Route 8 Zion,15,177
Route 8 Zion,16,149
Route 8 Zion,17,218
Route 8 Zion,18,155
Route 8 Zion,19,189
Route 8 Zion,20,85
Route 8 Zion,21,84
Route 8 Zion,22,42
Route 8 Zion,23,6
